DATE,CH4_po
2023-04-01,51175.5018
2023-04-02,30543.09253
2023-04-03,24964.88431
2023-04-04,25443.88578
2023-04-05,34461.86723
2023-04-06,28001.06175
2023-04-07,29403.82364
2023-04-08,20944.07494
2023-04-09,16712.35332
2023-04-10,69740.36191
2023-04-11,1086.599397
2023-04-12,206042.4582
2023-04-13,199314.3395
2023-04-14,74283.65633
2023-04-15,53546.35513
2023-04-16,48003.68013
2023-04-17,90650.91249
2023-04-18,102424.3081
2023-04-19,78878.87686
2023-04-20,56172.70449
2023-04-21,19280.06038
2023-04-22,11750.86295
2023-04-23,29072.01817
2023-04-24,83331.32556
2023-04-25,166831.8736
2023-04-26,159384.6748
2023-04-27,26879.81833
2023-04-28,20073.48822
2023-04-29,20881.01218
2023-04-30,18849.8865
2023-05-01,38050.02987
2023-05-02,64199.32325
2023-05-03,67674.46428
2023-05-04,62627.34263
2023-05-05,104727.2378
2023-05-06,82502.09069
2023-05-07,84532.78855
2023-05-08,101023.6714
2023-05-09,11708.2234
2023-05-10,11590.27449
2023-05-11,12799.03531
2023-05-12,12363.61725
2023-05-13,12553.66705
2023-05-14,19195.11516
2023-05-15,27882.68356
2023-05-16,11722.59445
2023-05-17,15589.31713
2023-05-18,521382.3096
2023-05-19,37090.87535
2023-05-20,28158.10852
2023-05-21,40543.82946
2023-05-22,64460.65697
2023-05-23,816.4367396
2023-05-24,425.9823534
2023-05-25,505.7258839
2023-05-26,520.1263762
2023-05-27,141.9384468
2023-05-28,113.0607025
2023-05-29,106.1635594
2023-05-30,100.9708038
2023-05-31,103.330605
2023-06-01,42.9138099
2023-06-02,4.633276053
2023-06-03,38.88804089
2023-06-04,55.85065176
2023-06-05,28.55464733
2023-06-06,38.57506966
2023-06-07,23.01554414
2023-06-08,10.22111588
2023-06-09,37.38710685
2023-06-10,20.05655735
2023-06-11,15.60063627
2023-06-12,226.3136427
2023-06-13,684.2753709
2023-06-14,723.8593761
2023-06-15,719.7180061
2023-06-16,725.8828862
2023-06-17,682.6281871
2023-06-18,615.5168672
2023-06-19,14.93030388
2023-06-20,10.69032587
2023-06-21,15.36780809
2023-06-22,10.19405635
2023-06-23,12.29281053
2023-06-24,11.96177332
2023-06-25,3.55580852
2023-06-26,9.731014711
2023-06-27,0.0001
2023-06-28,0.0001
2023-06-29,0.0001
2023-06-30,17.95876348
2023-07-01,72.5394005
2023-07-02,132.6053307
2023-07-03,143.2077005
2023-07-04,142.2012814
2023-07-05,401.5162354
2023-07-06,334.0160914
2023-07-07,54.92441176
2023-07-08,9.066674574
2023-07-09,9.525469429
2023-07-10,93.71757375
2023-07-11,84.42670876
2023-07-12,223.6473313
2023-07-13,210.3165042
2023-07-14,82.85760244
2023-07-15,109.1193429
2023-07-16,140.4876401
2023-07-17,120.931405
2023-07-18,109.1634551
2023-07-19,64.63522748
2023-07-20,12.41708772
2023-07-21,0.0001
2023-07-22,0.0001
2023-07-23,0.0001
2023-07-24,0.0001
2023-07-25,0.0001
2023-07-26,0.0001
2023-07-27,0.0001
2023-07-28,0.0001
2023-07-29,0.0001
2023-07-30,33.72767597
2023-07-31,1.846522216
2023-08-01,0.0001
2023-08-02,0.0001
2023-08-03,0.0001
2023-08-04,0.0001
2023-08-05,0.0001
2023-08-06,0.0001
2023-08-07,0.0001
2023-08-08,0.0001
2023-08-09,0.0001
2023-08-10,0.0001
2023-08-11,0.0001
2023-08-12,0.0001
2023-08-13,0.0001
2023-08-14,0.0001
2023-08-15,0.0001
2023-08-16,3.815893576
2023-08-17,4.865003364
2023-08-18,0.0001
2023-08-19,0.0001
2023-08-20,0.0001
2023-08-21,0.0001
2023-08-22,0.0001
2023-08-23,728.16197
2023-08-24,1231.036042
2023-08-25,994.5566787
2023-08-26,2240.991041
2023-08-27,906.6759445
2023-08-28,705.7277923
2023-08-29,280.9011704
2023-08-30,215.261809
2023-08-31,540.0547321
2023-09-01,709.6921784
2023-09-02,1435.575726
2023-09-03,810.2422656
2023-09-04,13260.14251
2023-09-05,25116.13656
2023-09-06,4306.552321
2023-09-07,2034.372933
2023-09-08,2844.727217
2023-09-09,33378.32799
2023-09-10,6551.461001
2023-09-11,30.75229491
2023-09-12,26.97079595
2023-09-13,66066.35081
2023-09-14,19573.90241
2023-09-15,10187.25313
2023-09-16,17200.55703
2023-09-17,9356.939959
2023-09-18,9822.478171
2023-09-19,40290.65978
2023-09-20,41996.94546
2023-09-21,77707.14465
2023-09-22,96963.5805
2023-09-23,295012.1885
2023-09-24,671752.9858
2023-09-25,30837.28534
2023-09-26,9220.832067
2023-09-27,16772.35283
2023-09-28,12484.01363
2023-09-29,25523.79432
2023-09-30,10067.4887
